FIPS,STNAME,County,POPESTIMATE2019,PER100K
17115,Illinois,Macon,104009,1.04009
17117,Illinois,Macoupin,44926,0.44926
17119,Illinois,Madison,262966,2.62966
17121,Illinois,Marion,37205,0.37205
17123,Illinois,Marshall,11438,0.11438
17125,Illinois,Mason,13359,0.13359
17127,Illinois,Massac,13772,0.13772
17129,Illinois,Menard,12196,0.12196
17131,Illinois,Mercer,15437,0.15437
17133,Illinois,Monroe,34637,0.34637
17135,Illinois,Montgomery,28414,0.28414
17137,Illinois,Morgan,33658,0.33658
17139,Illinois,Moultrie,14501,0.14501
17141,Illinois,Ogle,50643,0.50643
17143,Illinois,Peoria,179179,1.79179
17145,Illinois,Perry,20916,0.20916
17147,Illinois,Piatt,16344,0.16344
17149,Illinois,Pike,15561,0.15561
17151,Illinois,Pope,4177,0.04177
17153,Illinois,Pulaski,5335,0.05335
17155,Illinois,Putnam,5739,0.05739
17157,Illinois,Randolph,31782,0.31782
17159,Illinois,Richland,15513,0.15513
17161,Illinois,Rock Island,141879,1.41879
17163,Illinois,St. Clair,259686,2.59686
17165,Illinois,Saline,23491,0.23491
17167,Illinois,Sangamon,194672,1.94672
17169,Illinois,Schuyler,6768,0.06768
17171,Illinois,Scott,4951,0.04951
17173,Illinois,Shelby,21634,0.21634
17175,Illinois,Stark,5342,0.05342
17177,Illinois,Stephenson,44498,0.44498
17179,Illinois,Tazewell,131803,1.31803
17181,Illinois,Union,16653,0.16653
17183,Illinois,Vermilion,75758,0.75758
17185,Illinois,Wabash,11520,0.1152
17187,Illinois,Warren,16844,0.16844
17189,Illinois,Washington,13887,0.13887
17191,Illinois,Wayne,16215,0.16215
17193,Illinois,White,13537,0.13537
17195,Illinois,Whiteside,55175,0.55175
17197,Illinois,Will,690743,6.90743
17199,Illinois,Williamson,66597,0.66597
17201,Illinois,Winnebago,282572,2.82572
17203,Illinois,Woodford,38459,0.38459
18000,Indiana,Indiana,6732219,67.32219
18001,Indiana,Adams,35777,0.35777
18003,Indiana,Allen,379299,3.79299
18005,Indiana,Bartholomew,83779,0.83779
18007,Indiana,Benton,8748,0.08748
18009,Indiana,Blackford,11758,0.11758
18011,Indiana,Boone,67843,0.67843
18013,Indiana,Brown,15092,0.15092
18015,Indiana,Carroll,20257,0.20257
18017,Indiana,Cass,37689,0.37689
18019,Indiana,Clark,118302,1.18302
18021,Indiana,Clay,26225,0.26225
18023,Indiana,Clinton,32399,0.32399
18025,Indiana,Crawford,10577,0.10577
18027,Indiana,Daviess,33351,0.33351
18029,Indiana,Dearborn,49458,0.49458
18031,Indiana,Decatur,26559,0.26559
18033,Indiana,DeKalb,43475,0.43475
18035,Indiana,Delaware,114135,1.14135
18037,Indiana,Dubois,42736,0.42736
18039,Indiana,Elkhart,206341,2.06341
18041,Indiana,Fayette,23102,0.23102
18043,Indiana,Floyd,78522,0.78522
18045,Indiana,Fountain,16346,0.16346
18047,Indiana,Franklin,22758,0.22758
18049,Indiana,Fulton,19974,0.19974
18051,Indiana,Gibson,33659,0.33659
18053,Indiana,Grant,65769,0.65769
18055,Indiana,Greene,31922,0.31922
18057,Indiana,Hamilton,338011,3.38011
18059,Indiana,Hancock,78168,0.78168
18061,Indiana,Harrison,40515,0.40515
18063,Indiana,Hendricks,170311,1.70311
18065,Indiana,Henry,47972,0.47972
18067,Indiana,Howard,82544,0.82544
18069,Indiana,Huntington,36520,0.3652
18071,Indiana,Jackson,44231,0.44231
18073,Indiana,Jasper,33562,0.33562
18075,Indiana,Jay,20436,0.20436
18077,Indiana,Jefferson,32308,0.32308
18079,Indiana,Jennings,27735,0.27735
18081,Indiana,Johnson,158167,1.58167
18083,Indiana,Knox,36594,0.36594
18085,Indiana,Kosciusko,79456,0.79456
18087,Indiana,LaGrange,39614,0.39614
18089,Indiana,Lake,485493,4.85493
18091,Indiana,LaPorte,109888,1.09888
18093,Indiana,Lawrence,45370,0.4537
18095,Indiana,Madison,129569,1.29569
18097,Indiana,Marion,964582,9.64582
18099,Indiana,Marshall,46258,0.46258
18101,Indiana,Martin,10255,0.10255
18103,Indiana,Miami,35516,0.35516
18105,Indiana,Monroe,148431,1.48431
18107,Indiana,Montgomery,38338,0.38338
18109,Indiana,Morgan,70489,0.70489
18111,Indiana,Newton,13984,0.13984
18113,Indiana,Noble,47744,0.47744
18115,Indiana,Ohio,5875,0.05875
18117,Indiana,Orange,19646,0.19646
18119,Indiana,Owen,20799,0.20799
18121,Indiana,Parke,16937,0.16937
18123,Indiana,Perry,19169,0.19169
18125,Indiana,Pike,12389,0.12389
18127,Indiana,Porter,170389,1.70389
18129,Indiana,Posey,25427,0.25427
18131,Indiana,Pulaski,12353,0.12353
18133,Indiana,Putnam,37576,0.37576
18135,Indiana,Randolph,24665,0.24665
18137,Indiana,Ripley,28324,0.28324
18139,Indiana,Rush,16581,0.16581
18141,Indiana,St. Joseph,271826,2.71826
18143,Indiana,Scott,23873,0.23873
18145,Indiana,Shelby,44729,0.44729
18147,Indiana,Spencer,20277,0.20277
18149,Indiana,Starke,22995,0.22995
18151,Indiana,Steuben,34594,0.34594
18153,Indiana,Sullivan,20669,0.20669
18155,Indiana,Switzerland,10751,0.10751
18157,Indiana,Tippecanoe,195732,1.95732
18159,Indiana,Tipton,15148,0.15148
18161,Indiana,Union,7054,0.07054
18163,Indiana,Vanderburgh,181451,1.81451
18165,Indiana,Vermillion,15498,0.15498
18167,Indiana,Vigo,107038,1.07038
18169,Indiana,Wabash,30996,0.30996
18171,Indiana,Warren,8265,0.08265
18173,Indiana,Warrick,62998,0.62998
18175,Indiana,Washington,28036,0.28036
18177,Indiana,Wayne,65884,0.65884
18179,Indiana,Wells,28296,0.28296
18181,Indiana,White,24102,0.24102
18183,Indiana,Whitley,33964,0.33964
19000,Iowa,Iowa,3155070,31.5507
19001,Iowa,Adair,7152,0.07152
19003,Iowa,Adams,3602,0.03602
19005,Iowa,Allamakee,13687,0.13687
19007,Iowa,Appanoose,12426,0.12426
19009,Iowa,Audubon,5496,0.05496
19011,Iowa,Benton,25645,0.25645
19013,Iowa,Black Hawk,131228,1.31228
19015,Iowa,Boone,26234,0.26234
19017,Iowa,Bremer,25062,0.25062
19019,Iowa,Buchanan,21175,0.21175
19021,Iowa,Buena Vista,19620,0.1962
19023,Iowa,Butler,14439,0.14439
19025,Iowa,Calhoun,9668,0.09668
19027,Iowa,Carroll,20165,0.20165
19029,Iowa,Cass,12836,0.12836
19031,Iowa,Cedar,18627,0.18627
19033,Iowa,Cerro Gordo,42450,0.4245
19035,Iowa,Cherokee,11235,0.11235
19037,Iowa,Chickasaw,11933,0.11933
19039,Iowa,Clarke,9395,0.09395
19041,Iowa,Clay,16016,0.16016
19043,Iowa,Clayton,17549,0.17549
19045,Iowa,Clinton,46429,0.46429
19047,Iowa,Crawford,16820,0.1682
19049,Iowa,Dallas,93453,0.93453
19051,Iowa,Davis,9000,0.09
19053,Iowa,Decatur,7870,0.0787
19055,Iowa,Delaware,17011,0.17011
19057,Iowa,Des Moines,38967,0.38967
19059,Iowa,Dickinson,17258,0.17258
19061,Iowa,Dubuque,97311,0.97311
19063,Iowa,Emmet,9208,0.09208
19065,Iowa,Fayette,19650,0.1965
19067,Iowa,Floyd,15642,0.15642
19069,Iowa,Franklin,10070,0.1007
19071,Iowa,Fremont,6960,0.0696
19073,Iowa,Greene,8888,0.08888
19075,Iowa,Grundy,12232,0.12232
19077,Iowa,Guthrie,10689,0.10689
19079,Iowa,Hamilton,14773,0.14773
19081,Iowa,Hancock,10630,0.1063
19083,Iowa,Hardin,16846,0.16846
19085,Iowa,Harrison,14049,0.14049
19087,Iowa,Henry,19954,0.19954
19089,Iowa,Howard,9158,0.09158
19091,Iowa,Humboldt,9558,0.09558
19093,Iowa,Ida,6860,0.0686
19095,Iowa,Iowa,16184,0.16184
19097,Iowa,Jackson,19439,0.19439
19099,Iowa,Jasper,37185,0.37185
19101,Iowa,Jefferson,18295,0.18295
19103,Iowa,Johnson,151140,1.5114
19105,Iowa,Jones,20681,0.20681
19107,Iowa,Keokuk,10246,0.10246
19109,Iowa,Kossuth,14813,0.14813
19111,Iowa,Lee,33657,0.33657
19113,Iowa,Linn,226706,2.26706
19115,Iowa,Louisa,11035,0.11035
19117,Iowa,Lucas,8600,0.086
19119,Iowa,Lyon,11755,0.11755
19121,Iowa,Madison,16338,0.16338
19123,Iowa,Mahaska,22095,0.22095
19125,Iowa,Marion,33253,0.33253
19127,Iowa,Marshall,39369,0.39369
19129,Iowa,Mills,15109,0.15109
19131,Iowa,Mitchell,10586,0.10586
19133,Iowa,Monona,8615,0.08615
19135,Iowa,Monroe,7707,0.07707
19137,Iowa,Montgomery,9917,0.09917
19139,Iowa,Muscatine,42664,0.42664
19141,Iowa,O'Brien,13753,0.13753
19143,Iowa,Osceola,5958,0.05958
19145,Iowa,Page,15107,0.15107
19147,Iowa,Palo Alto,8886,0.08886
19149,Iowa,Plymouth,25177,0.25177
19151,Iowa,Pocahontas,6619,0.06619
19153,Iowa,Polk,490161,4.90161
19155,Iowa,Pottawattamie,93206,0.93206
19157,Iowa,Poweshiek,18504,0.18504
19159,Iowa,Ringgold,4894,0.04894
19161,Iowa,Sac,9721,0.09721
19163,Iowa,Scott,172943,1.72943
19165,Iowa,Shelby,11454,0.11454
19167,Iowa,Sioux,34855,0.34855
19169,Iowa,Story,97117,0.97117
19171,Iowa,Tama,16854,0.16854
19173,Iowa,Taylor,6121,0.06121
19175,Iowa,Union,12241,0.12241
19177,Iowa,Van Buren,7044,0.07044
19179,Iowa,Wapello,34969,0.34969
19181,Iowa,Warren,51466,0.51466
19183,Iowa,Washington,21965,0.21965
19185,Iowa,Wayne,6441,0.06441
19187,Iowa,Webster,35904,0.35904
19189,Iowa,Winnebago,10354,0.10354
19191,Iowa,Winneshiek,19991,0.19991
19193,Iowa,Woodbury,103107,1.03107
19195,Iowa,Worth,7381,0.07381
19197,Iowa,Wright,12562,0.12562
20000,Kansas,Kansas,2913314,29.13314
20001,Kansas,Allen,12369,0.12369
20003,Kansas,Anderson,7858,0.07858
20005,Kansas,Atchison,16073,0.16073
20007,Kansas,Barber,4427,0.04427
20009,Kansas,Barton,25779,0.25779
20011,Kansas,Bourbon,14534,0.14534
20013,Kansas,Brown,9564,0.09564
20015,Kansas,Butler,66911,0.66911
20017,Kansas,Chase,2648,0.02648
20019,Kansas,Chautauqua,3250,0.0325
20021,Kansas,Cherokee,19939,0.19939
20023,Kansas,Cheyenne,2657,0.02657
20025,Kansas,Clark,1994,0.01994
20027,Kansas,Clay,8002,0.08002
20029,Kansas,Cloud,8786,0.08786
20031,Kansas,Coffey,8179,0.08179
20033,Kansas,Comanche,1700,0.017
20035,Kansas,Cowley,34908,0.34908
20037,Kansas,Crawford,38818,0.38818
20039,Kansas,Decatur,2827,0.02827
20041,Kansas,Dickinson,18466,0.18466
20043,Kansas,Doniphan,7600,0.076
20045,Kansas,Douglas,122259,1.22259
20047,Kansas,Edwards,2798,0.02798
20049,Kansas,Elk,2530,0.0253
20051,Kansas,Ellis,28553,0.28553
20053,Kansas,Ellsworth,6102,0.06102
20055,Kansas,Finney,36467,0.36467
20057,Kansas,Ford,33619,0.33619
20059,Kansas,Franklin,25544,0.25544
20061,Kansas,Geary,31670,0.3167
20063,Kansas,Gove,2636,0.02636
20065,Kansas,Graham,2482,0.02482
20067,Kansas,Grant,7150,0.0715
20069,Kansas,Gray,5988,0.05988
20071,Kansas,Greeley,1232,0.01232
20073,Kansas,Greenwood,5982,0.05982
20075,Kansas,Hamilton,2539,0.02539
20077,Kansas,Harper,5436,0.05436
20079,Kansas,Harvey,34429,0.34429
20081,Kansas,Haskell,3968,0.03968
20083,Kansas,Hodgeman,1794,0.01794
20085,Kansas,Jackson,13171,0.13171
20087,Kansas,Jefferson,19043,0.19043
20089,Kansas,Jewell,2879,0.02879
20091,Kansas,Johnson,602401,6.02401
20093,Kansas,Kearny,3838,0.03838
20095,Kansas,Kingman,7152,0.07152
20097,Kansas,Kiowa,2475,0.02475
20099,Kansas,Labette,19618,0.19618
20101,Kansas,Lane,1535,0.01535
20103,Kansas,Leavenworth,81758,0.81758
20105,Kansas,Lincoln,2962,0.02962
20107,Kansas,Linn,9703,0.09703
20109,Kansas,Logan,2794,0.02794
20111,Kansas,Lyon,33195,0.33195
20113,Kansas,McPherson,28542,0.28542
20115,Kansas,Marion,11884,0.11884
20117,Kansas,Marshall,9707,0.09707
20119,Kansas,Meade,4033,0.04033
20121,Kansas,Miami,34237,0.34237
20123,Kansas,Mitchell,5979,0.05979
20125,Kansas,Montgomery,31829,0.31829
20127,Kansas,Morris,5620,0.0562
20129,Kansas,Morton,2587,0.02587
20131,Kansas,Nemaha,10231,0.10231
20133,Kansas,Neosho,16007,0.16007
20135,Kansas,Ness,2750,0.0275
20137,Kansas,Norton,5361,0.05361
20139,Kansas,Osage,15949,0.15949
20141,Kansas,Osborne,3421,0.03421
20143,Kansas,Ottawa,5704,0.05704
20145,Kansas,Pawnee,6414,0.06414
20147,Kansas,Phillips,5234,0.05234
20149,Kansas,Pottawatomie,24383,0.24383
20151,Kansas,Pratt,9164,0.09164
20153,Kansas,Rawlins,2530,0.0253
20155,Kansas,Reno,61998,0.61998
20157,Kansas,Republic,4636,0.04636
20159,Kansas,Rice,9537,0.09537
20161,Kansas,Riley,74232,0.74232
20163,Kansas,Rooks,4920,0.0492
20165,Kansas,Rush,3036,0.03036
20167,Kansas,Russell,6856,0.06856
20169,Kansas,Saline,54224,0.54224
20171,Kansas,Scott,4823,0.04823
20173,Kansas,Sedgwick,516042,5.16042
20175,Kansas,Seward,21428,0.21428
20177,Kansas,Shawnee,176875,1.76875
20179,Kansas,Sheridan,2521,0.02521
20181,Kansas,Sherman,5917,0.05917
20183,Kansas,Smith,3583,0.03583
20185,Kansas,Stafford,4156,0.04156
20187,Kansas,Stanton,2006,0.02006
20189,Kansas,Stevens,5485,0.05485
20191,Kansas,Sumner,22836,0.22836
20193,Kansas,Thomas,7777,0.07777
20195,Kansas,Trego,2803,0.02803
20197,Kansas,Wabaunsee,6931,0.06931
20199,Kansas,Wallace,1518,0.01518
20201,Kansas,Washington,5406,0.05406
20203,Kansas,Wichita,2119,0.02119
20205,Kansas,Wilson,8525,0.08525
20207,Kansas,Woodson,3138,0.03138
20209,Kansas,Wyandotte,165429,1.65429
21000,Kentucky,Kentucky,4467673,44.67673
21001,Kentucky,Adair,19202,0.19202
21003,Kentucky,Allen,21315,0.21315
21005,Kentucky,Anderson,22747,0.22747
21007,Kentucky,Ballard,7888,0.07888
21009,Kentucky,Barren,44249,0.44249
21011,Kentucky,Bath,12500,0.125
21013,Kentucky,Bell,26032,0.26032
21015,Kentucky,Boone,133581,1.33581
21017,Kentucky,Bourbon,19788,0.19788
21019,Kentucky,Boyd,46718,0.46718
21021,Kentucky,Boyle,30060,0.3006
21023,Kentucky,Bracken,8303,0.08303
21025,Kentucky,Breathitt,12630,0.1263
21027,Kentucky,Breckinridge,20477,0.20477
21029,Kentucky,Bullitt,81676,0.81676
21031,Kentucky,Butler,12879,0.12879
21033,Kentucky,Caldwell,12747,0.12747
21035,Kentucky,Calloway,39001,0.39001
21037,Kentucky,Campbell,93584,0.93584
21039,Kentucky,Carlisle,4760,0.0476
21041,Kentucky,Carroll,10631,0.10631
21043,Kentucky,Carter,26797,0.26797
21045,Kentucky,Casey,16159,0.16159
21047,Kentucky,Christian,70461,0.70461
21049,Kentucky,Clark,36263,0.36263
21051,Kentucky,Clay,19901,0.19901
21053,Kentucky,Clinton,10218,0.10218
21055,Kentucky,Crittenden,8806,0.08806
21057,Kentucky,Cumberland,6614,0.06614
21059,Kentucky,Daviess,101511,1.01511
21061,Kentucky,Edmonson,12150,0.1215
21063,Kentucky,Elliott,7517,0.07517
21065,Kentucky,Estill,14106,0.14106
21067,Kentucky,Fayette,323152,3.23152
21069,Kentucky,Fleming,14581,0.14581
21071,Kentucky,Floyd,35589,0.35589
21073,Kentucky,Franklin,50991,0.50991
21075,Kentucky,Fulton,5969,0.05969
21077,Kentucky,Gallatin,8869,0.08869
21079,Kentucky,Garrard,17666,0.17666
21081,Kentucky,Grant,25069,0.25069
21083,Kentucky,Graves,37266,0.37266
21085,Kentucky,Grayson,26427,0.26427
21087,Kentucky,Green,10941,0.10941
21089,Kentucky,Greenup,35098,0.35098
21091,Kentucky,Hancock,8722,0.08722
21093,Kentucky,Hardin,110958,1.10958
21095,Kentucky,Harlan,26010,0.2601
21097,Kentucky,Harrison,18886,0.18886
21099,Kentucky,Hart,19035,0.19035
21101,Kentucky,Henderson,45210,0.4521
21103,Kentucky,Henry,16126,0.16126
21105,Kentucky,Hickman,4380,0.0438
21107,Kentucky,Hopkins,44686,0.44686
21109,Kentucky,Jackson,13329,0.13329
21111,Kentucky,Jefferson,766757,7.66757
21113,Kentucky,Jessamine,54115,0.54115
21115,Kentucky,Johnson,22188,0.22188
21117,Kentucky,Kenton,166998,1.66998
21119,Kentucky,Knott,14806,0.14806
21121,Kentucky,Knox,31145,0.31145
21123,Kentucky,Larue,14398,0.14398
21125,Kentucky,Laurel,60813,0.60813
21127,Kentucky,Lawrence,15317,0.15317
21129,Kentucky,Lee,7403,0.07403
21131,Kentucky,Leslie,9877,0.09877
21133,Kentucky,Letcher,21553,0.21553
21135,Kentucky,Lewis,13275,0.13275
21137,Kentucky,Lincoln,24549,0.24549
21139,Kentucky,Livingston,9194,0.09194
21141,Kentucky,Logan,27102,0.27102
21143,Kentucky,Lyon,8210,0.0821
21145,Kentucky,McCracken,65418,0.65418
21147,Kentucky,McCreary,17231,0.17231
21149,Kentucky,McLean,9207,0.09207
21151,Kentucky,Madison,92987,0.92987
21153,Kentucky,Magoffin,12161,0.12161
21155,Kentucky,Marion,19273,0.19273
21157,Kentucky,Marshall,31100,0.311
21159,Kentucky,Martin,11195,0.11195
21161,Kentucky,Mason,17070,0.1707
21163,Kentucky,Meade,28572,0.28572
21165,Kentucky,Menifee,6489,0.06489
21167,Kentucky,Mercer,21933,0.21933
21169,Kentucky,Metcalfe,10071,0.10071
21171,Kentucky,Monroe,10650,0.1065
21173,Kentucky,Montgomery,28157,0.28157
21175,Kentucky,Morgan,13309,0.13309
21177,Kentucky,Muhlenberg,30622,0.30622
21179,Kentucky,Nelson,46233,0.46233
21181,Kentucky,Nicholas,7269,0.07269
21183,Kentucky,Ohio,23994,0.23994
21185,Kentucky,Oldham,66799,0.66799
21187,Kentucky,Owen,10901,0.10901
21189,Kentucky,Owsley,4415,0.04415
21191,Kentucky,Pendleton,14590,0.1459
21193,Kentucky,Perry,25758,0.25758
21195,Kentucky,Pike,57876,0.57876
21197,Kentucky,Powell,12359,0.12359
21199,Kentucky,Pulaski,64979,0.64979
21201,Kentucky,Robertson,2108,0.02108
21203,Kentucky,Rockcastle,16695,0.16695
21205,Kentucky,Rowan,24460,0.2446
21207,Kentucky,Russell,17923,0.17923
21209,Kentucky,Scott,57004,0.57004
21211,Kentucky,Shelby,49024,0.49024
21213,Kentucky,Simpson,18572,0.18572
21215,Kentucky,Spencer,19351,0.19351
21217,Kentucky,Taylor,25769,0.25769
21219,Kentucky,Todd,12294,0.12294
21221,Kentucky,Trigg,14651,0.14651
21223,Kentucky,Trimble,8471,0.08471
21225,Kentucky,Union,14381,0.14381
21227,Kentucky,Warren,132896,1.32896
21229,Kentucky,Washington,12095,0.12095
21231,Kentucky,Wayne,20333,0.20333
21233,Kentucky,Webster,12942,0.12942
21235,Kentucky,Whitley,36264,0.36264
21237,Kentucky,Wolfe,7157,0.07157
21239,Kentucky,Woodford,26734,0.26734
22000,Louisiana,Louisiana,4648794,46.48794
22001,Louisiana,Acadia,62045,0.62045
22003,Louisiana,Allen,25627,0.25627
22005,Louisiana,Ascension,126604,1.26604
22007,Louisiana,Assumption,21891,0.21891
22009,Louisiana,Avoyelles,40144,0.40144
22011,Louisiana,Beauregard,37497,0.37497
22013,Louisiana,Bienville,13241,0.13241
22015,Louisiana,Bossier,127039,1.27039
22017,Louisiana,Caddo,240204,2.40204
22019,Louisiana,Calcasieu,203436,2.03436
22021,Louisiana,Caldwell,9918,0.09918
22023,Louisiana,Cameron,6973,0.06973
22025,Louisiana,Catahoula,9494,0.09494
22027,Louisiana,Claiborne,15670,0.1567
22029,Louisiana,Concordia,19259,0.19259
22031,Louisiana,De Soto,27463,0.27463
22033,Louisiana,East Baton Rouge,440059,4.40059
22035,Louisiana,East Carroll,6861,0.06861
22037,Louisiana,East Feliciana,19135,0.19135
22039,Louisiana,Evangeline,33395,0.33395
22041,Louisiana,Franklin,20015,0.20015
22043,Louisiana,Grant,22389,0.22389
22045,Louisiana,Iberia,69830,0.6983
22047,Louisiana,Iberville,32511,0.32511
22049,Louisiana,Jackson,15744,0.15744
22051,Louisiana,Jefferson,432493,4.32493
22053,Louisiana,Jefferson Davis,31368,0.31368
22055,Louisiana,Lafayette,244390,2.4439
22057,Louisiana,Lafourche,97614,0.97614
22059,Louisiana,La Salle,14892,0.14892
22061,Louisiana,Lincoln,46742,0.46742
22063,Louisiana,Livingston,140789,1.40789
22065,Louisiana,Madison,10951,0.10951
22067,Louisiana,Morehouse,24874,0.24874
22069,Louisiana,Natchitoches,38158,0.38158
22071,Louisiana,Orleans,390144,3.90144
22073,Louisiana,Ouachita,153279,1.53279
22075,Louisiana,Plaquemines,23197,0.23197
22077,Louisiana,Pointe Coupee,21730,0.2173
22079,Louisiana,Rapides,129648,1.29648
22081,Louisiana,Red River,8442,0.08442
22083,Louisiana,Richland,20122,0.20122
22085,Louisiana,Sabine,23884,0.23884
22087,Louisiana,St. Bernard,47244,0.47244
22089,Louisiana,St. Charles,53100,0.531
22091,Louisiana,St. Helena,10132,0.10132
22093,Louisiana,St. James,21096,0.21096
22095,Louisiana,St. John the Baptist,42837,0.42837
22097,Louisiana,St. Landry,82124,0.82124
22099,Louisiana,St. Martin,53431,0.53431
22101,Louisiana,St. Mary,49348,0.49348
22103,Louisiana,St. Tammany,260419,2.60419
22105,Louisiana,Tangipahoa,134758,1.34758
22107,Louisiana,Tensas,4334,0.04334
22109,Louisiana,Terrebonne,110461,1.10461
22111,Louisiana,Union,22108,0.22108
22113,Louisiana,Vermilion,59511,0.59511
22115,Louisiana,Vernon,47429,0.47429
22117,Louisiana,Washington,46194,0.46194
22119,Louisiana,Webster,38340,0.3834
22121,Louisiana,West Baton Rouge,26465,0.26465
22123,Louisiana,West Carroll,10830,0.1083
22125,Louisiana,West Feliciana,15568,0.15568
22127,Louisiana,Winn,13904,0.13904
23000,Maine,Maine,1344212,13.44212
23001,Maine,Androscoggin,108277,1.08277
23003,Maine,Aroostook,67055,0.67055
23005,Maine,Cumberland,295003,2.95003
23007,Maine,Franklin,30199,0.30199
23009,Maine,Hancock,54987,0.54987
23011,Maine,Kennebec,122302,1.22302
23013,Maine,Knox,39772,0.39772
23015,Maine,Lincoln,34634,0.34634
23017,Maine,Oxford,57975,0.57975
23019,Maine,Penobscot,152148,1.52148
23021,Maine,Piscataquis,16785,0.16785
23023,Maine,Sagadahoc,35856,0.35856
23025,Maine,Somerset,50484,0.50484
23027,Maine,Waldo,39715,0.39715
23029,Maine,Washington,31379,0.31379
23031,Maine,York,207641,2.07641
24000,Maryland,Maryland,6045680,60.4568
24001,Maryland,Allegany,70416,0.70416
24003,Maryland,Anne Arundel,579234,5.79234
24005,Maryland,Baltimore,827370,8.2737
24009,Maryland,Calvert,92525,0.92525
24011,Maryland,Caroline,33406,0.33406
24013,Maryland,Carroll,168447,1.68447
24015,Maryland,Cecil,102855,1.02855
24017,Maryland,Charles,163257,1.63257
24019,Maryland,Dorchester,31929,0.31929
24021,Maryland,Frederick,259547,2.59547
24023,Maryland,Garrett,29014,0.29014
24025,Maryland,Harford,255441,2.55441
24027,Maryland,Howard,325690,3.2569
24029,Maryland,Kent,19422,0.19422
24031,Maryland,Montgomery,1050688,10.50688
24033,Maryland,Prince George's,909327,9.09327
24035,Maryland,Queen Anne's,50381,0.50381
24037,Maryland,St. Mary's,113510,1.1351
24039,Maryland,Somerset,25616,0.25616
24041,Maryland,Talbot,37181,0.37181
24043,Maryland,Washington,151049,1.51049
24045,Maryland,Wicomico,103609,1.03609
24047,Maryland,Worcester,52276,0.52276
24510,Maryland,Baltimore city,593490,5.9349
25000,Massachusetts,Massachusetts,6892503,68.92503
25001,Massachusetts,Barnstable,212990,2.1299
25003,Massachusetts,Berkshire,124944,1.24944
25005,Massachusetts,Bristol,565217,5.65217
25007,Massachusetts,Dukes,17332,0.17332
25009,Massachusetts,Essex,789034,7.89034
25011,Massachusetts,Franklin,70180,0.7018
25013,Massachusetts,Hampden,466372,4.66372
25015,Massachusetts,Hampshire,160830,1.6083
25017,Massachusetts,Middlesex,1611699,16.11699
25019,Massachusetts,Nantucket,11399,0.11399
25021,Massachusetts,Norfolk,706775,7.06775
25023,Massachusetts,Plymouth,521202,5.21202
25025,Massachusetts,Suffolk,803907,8.03907
25027,Massachusetts,Worcester,830622,8.30622
26000,Michigan,Michigan,9986857,99.86857
26001,Michigan,Alcona,10405,0.10405
26003,Michigan,Alger,9108,0.09108
26005,Michigan,Allegan,118081,1.18081
26007,Michigan,Alpena,28405,0.28405
26009,Michigan,Antrim,23324,0.23324
26011,Michigan,Arenac,14883,0.14883
26013,Michigan,Baraga,8209,0.08209
26015,Michigan,Barry,61550,0.6155
26017,Michigan,Bay,103126,1.03126
26019,Michigan,Benzie,17766,0.17766
26021,Michigan,Berrien,153401,1.53401
26023,Michigan,Branch,43517,0.43517
26025,Michigan,Calhoun,134159,1.34159
26027,Michigan,Cass,51787,0.51787
26029,Michigan,Charlevoix,26143,0.26143
26031,Michigan,Cheboygan,25276,0.25276
26033,Michigan,Chippewa,37349,0.37349
26035,Michigan,Clare,30950,0.3095
26037,Michigan,Clinton,79595,0.79595
26039,Michigan,Crawford,14029,0.14029
26041,Michigan,Delta,35784,0.35784
26043,Michigan,Dickinson,25239,0.25239
26045,Michigan,Eaton,110268,1.10268
26047,Michigan,Emmet,33415,0.33415
26049,Michigan,Genesee,405813,4.05813
26051,Michigan,Gladwin,25449,0.25449
26053,Michigan,Gogebic,13975,0.13975
26055,Michigan,Grand Traverse,93088,0.93088
26057,Michigan,Gratiot,40711,0.40711
26059,Michigan,Hillsdale,45605,0.45605
26061,Michigan,Houghton,35684,0.35684
26063,Michigan,Huron,30981,0.30981
26065,Michigan,Ingham,292406,2.92406
26067,Michigan,Ionia,64697,0.64697
26069,Michigan,Iosco,25127,0.25127
26071,Michigan,Iron,11066,0.11066
26073,Michigan,Isabella,69872,0.69872
26075,Michigan,Jackson,158510,1.5851
26077,Michigan,Kalamazoo,265066,2.65066
26079,Michigan,Kalkaska,18038,0.18038
26081,Michigan,Kent,656955,6.56955
26083,Michigan,Keweenaw,2116,0.02116
26085,Michigan,Lake,11853,0.11853
26087,Michigan,Lapeer,87607,0.87607
26089,Michigan,Leelanau,21761,0.21761
26091,Michigan,Lenawee,98451,0.98451
26093,Michigan,Livingston,191995,1.91995
26095,Michigan,Luce,6229,0.06229
26097,Michigan,Mackinac,10799,0.10799
26099,Michigan,Macomb,873972,8.73972
26101,Michigan,Manistee,24558,0.24558
26103,Michigan,Marquette,66699,0.66699
26105,Michigan,Mason,29144,0.29144
26107,Michigan,Mecosta,43453,0.43453
26109,Michigan,Menominee,22780,0.2278
26111,Michigan,Midland,83156,0.83156
26113,Michigan,Missaukee,15118,0.15118
26115,Michigan,Monroe,150500,1.505
26117,Michigan,Montcalm,63888,0.63888
26119,Michigan,Montmorency,9328,0.09328
26121,Michigan,Muskegon,173566,1.73566
26123,Michigan,Newaygo,48980,0.4898
26125,Michigan,Oakland,1257584,12.57584
26127,Michigan,Oceana,26467,0.26467
